Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Escherichia coli	E. coli	strain: ES5	562	ASM3143279v1	GCA_031432795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5110068	5324454	2023-09-13	5245	PRJNA1010831	SAMN37200064
Escherichia coli	E. coli	strain: ES4	562	ASM3143285v1	GCA_031432855.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4957631	5195211	2023-09-13	5111	PRJNA1010831	SAMN37200063
Escherichia coli	E. coli	strain: ES1	562	ASM3143287v1	GCA_031432875.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5136350	5136350	2023-09-13	4976	PRJNA1010831	SAMN37200062
Escherichia coli	E. coli	strain: DH5-alpha-pBACpAK-KAN	562	ASM3153280v1	GCA_031532805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4584658	4596026	2023-09-15	4481	PRJNA958154	SAMN34281157
Escherichia coli	E. coli	strain: DH5-alpha-pBACpAK-COL	562	ASM3153364v1	GCA_031533645.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4584657	4596767	2023-09-15	4486	PRJNA958154	SAMN34281158
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-KAN-FM3-C3-200-2	562	ASM3153442v1	GCA_031534425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4592849	4728488	2023-09-15	4627	PRJNA958154	SAMN34281145
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C1-10-1-5	562	ASM3153549v1	GCA_031535495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4586008	4718374	2023-09-15	4621	PRJNA958154	SAMN34281148
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C2-10-1-PPY	562	ASM3153620v1	GCA_031536205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4584676	4713420	2023-09-15	4618	PRJNA958154	SAMN34281149
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C2-10-1-1	562	ASM3153688v1	GCA_031536885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4584672	4717032	2023-09-15	4619	PRJNA958154	SAMN34281150
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM3-C3-10-1-6	562	ASM3153801v1	GCA_031538015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4582544	4711286	2023-09-15	4615	PRJNA958154	SAMN34281153
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C1-10-1-2	562	ASM3153994v1	GCA_031539945.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4586005	4714556	2023-09-15	4621	PRJNA958154	SAMN34281147
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C2-10-1-SUB-2	562	ASM3154148v1	GCA_031541485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4584678	4717037	2023-09-15	4620	PRJNA958154	SAMN34281152
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM3-C3-10-1-7	562	ASM3154230v1	GCA_031542305.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4582789	4716958	2023-09-15	4617	PRJNA958154	SAMN34281154
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM3-C3-16hr-CCT-27-7	562	ASM3154298v1	GCA_031542985.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4586004	4720749	2023-09-15	4622	PRJNA958154	SAMN34281155
Escherichia coli	E. coli	strain: B	562	ASM3154376v1	GCA_031543765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4611841	4611841	2023-09-15	4475	PRJNA907821	SAMN32081232
Escherichia coli	E. coli	strain: B-LamR	562	ASM3154460v1	GCA_031544605.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4612651	4612651	2023-09-15	4471	PRJNA907821	SAMN32081593
Escherichia coli	E. coli	strain: B-StaR	562	ASM3154592v1	GCA_031545925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4611865	4611865	2023-09-15	4469	PRJNA907821	SAMN32081699
Escherichia coli	E. coli	strain: B-DidR	562	ASM3154702v1	GCA_031547025.1	GenBank		Complete Genome	4611875	4611875	2023-09-15		PRJNA907821	SAMN32081211
Escherichia coli	E. coli	strain: B-RalR	562	ASM3154944v1	GCA_031549445.1	GenBank		Complete Genome	4611878	4611878	2023-09-15		PRJNA907821	SAMN32081212
Escherichia coli	E. coli	strain: B-DolR	562	ASM3155197v1	GCA_031551975.1	GenBank		Complete Genome	4622373	4622373	2023-09-15		PRJNA907821	SAMN32081693
Escherichia coli	E. coli	strain: B-ZidR	562	ASM3155479v1	GCA_031554795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4611886	4611886	2023-09-15	4478	PRJNA907821	SAMN32081197
Escherichia coli	E. coli	strain: DH5-alpha-pD25466-pBACpAK-COL-FM1-C1-10-1-1	562	ASM3155817v1	GCA_031558175.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4586016	4731090	2023-09-15	4628	PRJNA958154	SAMN34281146
Escherichia coli	E. coli	strain: M23312	562	ASM3157841v1	GCA_031578415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4633649	5400061	2023-09-16	5276	PRJNA1006687	SAMN37196944
Escherichia coli	E. coli	strain: TUM17668	562	ASM3165995v1	GCA_031659955.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4706660	5051087	2023-09-19	4931	PRJNA953191	SAMN37323663
Escherichia coli	E. coli	strain: TUM13754	562	ASM3166051v1	GCA_031660515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5190295	5526859	2023-09-19	5405	PRJNA953191	SAMN37323661
Escherichia coli	E. coli	strain: TUM11353	562	ASM3166101v1	GCA_031661015.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4714567	4878353	2023-09-19	4722	PRJNA953191	SAMN37323657
Escherichia coli	E. coli	strain: TUM13936	562	ASM3166155v1	GCA_031661555.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4936594	5072945	2023-09-19	4846	PRJNA953191	SAMN37323662
Escherichia coli	E. coli	strain: TUM12355	562	ASM3166235v1	GCA_031662355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4737646	5114617	2023-09-19	5014	PRJNA953191	SAMN37323658
Escherichia coli	E. coli	strain: TUM12368	562	ASM3166309v1	GCA_031663095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5116928	5502567	2023-09-19	5365	PRJNA953191	SAMN37323660
Escherichia coli	E. coli	strain: TUM12357	562	ASM3166397v1	GCA_031663975.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5026236	5275646	2023-09-19	5253	PRJNA953191	SAMN37323659
Escherichia coli	E. coli	strain: TUM11352	562	ASM3166479v1	GCA_031664795.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4893245	5267191	2023-09-19	5158	PRJNA953191	SAMN37323656
Escherichia coli	E. coli	strain: TUM10828	562	ASM3166599v1	GCA_031665995.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5017497	5350174	2023-09-19	5184	PRJNA953191	SAMN37323655
Escherichia coli O157:H7		strain: PNUSAE147325	83334	ASM3167535v2	GCA_031675355.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5458711	5551446	2023-10-23	5546	PRJNA812595	SAMN36984457
Escherichia coli	E. coli	strain: PNUSAE147328	562	ASM3167547v2	GCA_031675475.2	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5458822	5551562	2024-02-06	5548	PRJNA812595	SAMN36984461
Escherichia coli	E. coli	strain: M23314	562	ASM3178567v1	GCA_031785675.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4735631	5086220	2023-09-20	4968	PRJNA1006687	SAMN37196947
Escherichia coli	E. coli	strain: M21170	562	ASM3178651v1	GCA_031786515.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5268591	5758707	2023-09-20	5625	PRJNA1006687	SAMN37196946
Escherichia coli	E. coli	strain: M21816	562	ASM3178709v1	GCA_031787095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5014829	5536423	2023-09-20	5449	PRJNA1006687	SAMN37196943
Escherichia coli	E. coli	strain: M22546	562	ASM3178829v1	GCA_031788295.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5071871	5235589	2023-09-20	5089	PRJNA1006687	SAMN37196942
Escherichia coli	E. coli	strain: RIVM_C040753	562	ASM3185229v1	GCA_031852295.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5185808	5185808	2023-09-24	5003	PRJNA980147	SAMN35621341
Escherichia coli	E. coli	strain: RIVM_C040348	562	ASM3185231v1	GCA_031852315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5256457	5256457	2023-09-24	5092	PRJNA980147	SAMN35621340
Escherichia coli	E. coli	strain: RIVM_C036204	562	ASM3185233v1	GCA_031852335.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5182390	5182390	2023-09-24	4996	PRJNA980147	SAMN35621337
Escherichia coli	E. coli	strain: RIVM_C029670	562	ASM3185235v1	GCA_031852355.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5185030	5185030	2023-09-24	5000	PRJNA980147	SAMN35621336
Escherichia coli	E. coli	strain: 64A:C	562	ASM3187528v1	GCA_031875285.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	5053882	5325980	2023-09-24	5132	PRJNA1013080	SAMN37298520
Escherichia coli	E. coli	strain: 918:C	562	ASM3187536v1	GCA_031875365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Chromosome	4723960	4988787	2023-09-24	4965	PRJNA1013080	SAMN37298524
Escherichia coli	E. coli	strain: E7-1N7	562	ASM3188489v1	GCA_031884895.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5205165	5322905	2023-09-25	5140	PRJNA1018201	SAMN37422107
Escherichia coli	E. coli	strain: 4080	562	ASM3205326v1	GCA_032053265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4622181	4973618	2023-09-27	4847	PRJNA924946	SAMN32977769
Escherichia coli	E. coli	strain: 3797	562	ASM3205512v1	GCA_032055125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4987532	5200903	2023-09-27	5133	PRJNA924946	SAMN32977739
Escherichia coli	E. coli	strain: 3320	562	ASM3205676v1	GCA_032056765.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4797415	5008242	2023-09-27	4879	PRJNA924946	SAMN32977729
Escherichia coli	E. coli	strain: 5269	562	ASM3205882v1	GCA_032058825.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4695837	4799114	2023-09-27	4715	PRJNA924946	SAMN32977879
Escherichia coli	E. coli	strain: 3263	562	ASM3206080v1	GCA_032060805.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5010032	5249732	2023-09-27	5124	PRJNA924946	SAMN32977707
Escherichia coli	E. coli	strain: 1588	562	ASM3206292v1	GCA_032062925.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4755646	5000996	2023-09-27	4943	PRJNA924946	SAMN32977864
Escherichia coli	E. coli	strain: 284	562	ASM3206572v1	GCA_032065725.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4711749	4892632	2023-09-27	4805	PRJNA924946	SAMN32977818
Escherichia coli	E. coli	isolate: Ec2, strain: 4809	562	ASM3206866v1	GCA_032068665.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4653966	4941771	2023-09-27	4860	PRJNA924946	SAMN32977904
Escherichia coli	E. coli	isolate: Ec1, strain: 4809	562	ASM3207132v1	GCA_032071325.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4660810	4886852	2023-09-27	4789	PRJNA924946	SAMN32977905
Escherichia coli	E. coli	strain: AHM9C61I	562	ASM3216449v1	GCA_032164495.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4632827	4716909	2023-09-12	4617	PRJNA972328	SAMN35073068
Escherichia coli	E. coli	strain: 19213	562	ASM3222926v1	GCA_032229265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4606276	4606276	2023-09-30	4512	PRJNA1004631	SAMN36947641
Escherichia coli	E. coli	strain: Escherichia coli AZ1114	562	ASM3229288v1	GCA_032292885.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4729701	4989044	2023-10-03	4903	PRJNA549322	SAMN37528247
Escherichia coli	E. coli	strain: Escherichia coli EC16639	562	ASM3229362v1	GCA_032293625.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4878466	5015644	2023-10-03	4896	PRJNA549322	SAMN37528254
Escherichia coli	E. coli	strain: Escherichia coli EC16256	562	ASM3229436v1	GCA_032294365.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5090635	5198645	2023-10-03	5154	PRJNA549322	SAMN37528251
Escherichia coli	E. coli	strain: Escherichia coli EC16611	562	ASM3229514v1	GCA_032295145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5062930	5200835	2023-10-03	5114	PRJNA549322	SAMN37528253
Escherichia coli	E. coli	strain: Escherichia coli EC16409	562	ASM3229584v1	GCA_032295845.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5027666	5212098	2023-10-03	5167	PRJNA549322	SAMN37528252
Escherichia coli	E. coli	strain: Escherichia coli EC16019	562	ASM3229648v1	GCA_032296485.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4988211	5077683	2023-10-03	4980	PRJNA549322	SAMN37528250
Escherichia coli	E. coli	strain: Escherichia coli EC12401	562	ASM3229725v1	GCA_032297255.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5117098	5278803	2023-10-03	5253	PRJNA549322	SAMN37528249
Escherichia coli	E. coli	strain: Escherichia coli EC12011	562	ASM3229811v1	GCA_032298115.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5242119	5409341	2023-10-03	5385	PRJNA549322	SAMN37528248
Escherichia coli	E. coli	strain: OHT76-1	562	ASM3230013v1	GCA_032300135.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4605823	5326280	2023-10-03	5262	PRJNA800017	SAMN37300944
Escherichia coli	E. coli	strain: isolateI	562	ASM3234519v1	GCA_032345195.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4914339	5056075	2023-10-04	4979	PRJNA1020811	SAMN37529180
Escherichia coli	E. coli	strain: isolateD	562	ASM3235105v1	GCA_032351055.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4758695	4988840	2023-10-04	4954	PRJNA1020811	SAMN37529175
Escherichia coli	E. coli	strain: isolateA	562	ASM3235427v1	GCA_032354275.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4767905	5027703	2023-10-04	4929	PRJNA1020811	SAMN37529172
Escherichia coli O121		strain: 201805972	1055537	ASM3235919v1	GCA_032359195.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5053585	5327614	2023-10-04	5403	PRJNA935284	SAMN33389351
Escherichia coli	E. coli	strain: 201908119	562	ASM3236112v1	GCA_032361125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4772765	5146029	2023-10-04	5420	PRJNA935284	SAMN33372272
Escherichia coli	E. coli	strain: TW10573	562	ASM3236515v1	GCA_032365155.1	GenBank	Annotation submitted by Uppsala University	Complete Genome	5015243	5193054	2023-10-04	5094	PRJNA972597	SAMN35083897
Escherichia coli	E. coli	strain: TW10690	562	ASM3236663v1	GCA_032366635.1	GenBank	Annotation submitted by Uppsala University	Complete Genome	4853674	5057933	2023-10-04	4839	PRJNA972609	SAMN35083899
Escherichia coli TW14425		strain: TW14425	913087	ASM3236739v1	GCA_032367395.1	GenBank	Annotation submitted by Uppsala University	Complete Genome	4943650	5149615	2023-10-04	5057	PRJNA972614	SAMN35084061
Escherichia coli	E. coli	strain: TW10828	562	ASM3236822v1	GCA_032368225.1	GenBank	Annotation submitted by Uppsala University	Complete Genome	4951773	5198801	2023-10-04	5010	PRJNA972611	SAMN35084059
Escherichia coli	E. coli	strain: TUM14668	562	ASM3237508v1	GCA_032375085.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4829602	5063377	2023-10-05	4933	PRJNA1019817	SAMN35769099
Escherichia coli	E. coli	strain: TUM14664	562	ASM3237510v1	GCA_032375105.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4717304	4948592	2023-10-05	4974	PRJNA1019817	SAMN35769097
Escherichia coli	E. coli	strain: TUM17543	562	ASM3237512v1	GCA_032375125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5055184	5238181	2023-10-05	5075	PRJNA1019817	SAMN35769104
Escherichia coli	E. coli	strain: TUM1226	562	ASM3237514v1	GCA_032375145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5284425	5468804	2023-10-05	5297	PRJNA1019817	SAMN35768941
Escherichia coli	E. coli	strain: TUM1586	562	ASM3237516v1	GCA_032375165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5112477	5503923	2023-10-05	5396	PRJNA1019817	SAMN35768946
Escherichia coli	E. coli	strain: TUM13064	562	ASM3237518v1	GCA_032375185.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5273163	5387808	2023-10-05	5369	PRJNA1019817	SAMN35769084
Escherichia coli	E. coli	strain: TUM11356	562	ASM3237520v1	GCA_032375205.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4963886	5124268	2023-10-05	4989	PRJNA1019817	SAMN35769068
Escherichia coli	E. coli	strain: TUM10008	562	ASM3237522v1	GCA_032375225.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4897043	5225713	2023-10-05	5263	PRJNA1019817	SAMN35769064
Escherichia coli	E. coli	strain: TUM9975	562	ASM3237524v1	GCA_032375245.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5113034	5427366	2023-10-05	5412	PRJNA1019817	SAMN35769058
Escherichia coli	E. coli	strain: TUM2367	562	ASM3237526v1	GCA_032375265.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5023218	5407399	2023-10-05	5386	PRJNA1019817	SAMN35768963
Escherichia coli	E. coli	strain: TUM2802	562	ASM3237709v1	GCA_032377095.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4991700	5273199	2023-10-05	5232	PRJNA1019817	SAMN35768982
Escherichia coli	E. coli	strain: TUM3755	562	ASM3237941v1	GCA_032379415.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4896746	5285401	2023-10-05	5306	PRJNA1019817	SAMN35768994
Escherichia coli	E. coli	strain: TUM9803	562	ASM3238231v1	GCA_032382315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5712798	6025461	2023-10-05	6120	PRJNA1019817	SAMN35769040
Escherichia coli	E. coli	strain: TUM1880	562	ASM3238429v1	GCA_032384295.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5389834	5462129	2023-10-05	5476	PRJNA1019817	SAMN35768949
Escherichia coli	E. coli	strain: TUM2830	562	ASM3238591v1	GCA_032385915.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4947167	5140948	2023-10-05	5040	PRJNA1019817	SAMN35768990
Escherichia coli	E. coli	strain: TUM2820	562	ASM3238629v1	GCA_032386295.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4549613	4683505	2023-10-05	4616	PRJNA1019817	SAMN35768988
Escherichia coli	E. coli	strain: TUM1223	562	ASM3238631v1	GCA_032386315.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5012486	5179478	2023-10-05	5045	PRJNA1019817	SAMN35768940
Escherichia coli	E. coli	strain: TUM1857	562	ASM3238683v1	GCA_032386835.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5199107	5301518	2023-10-05	5228	PRJNA1019817	SAMN35768948
Escherichia coli	E. coli	strain: GDSC2BY4G	562	ASM3246374v1	GCA_032463745.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4805665	5180561	2023-10-08	5117	PRJNA1019970	SAMN37505573
Escherichia coli	E. coli	strain: DCM272-43-68	562	ASM3268112v1	GCA_032681125.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4632681	4632681	2023-10-15	4527	PRJNA607328	SAMN37648160
Escherichia coli	E. coli	strain: DCM200-113	562	ASM3268114v1	GCA_032681145.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4631859	4631859	2023-10-15	4525	PRJNA607328	SAMN37648161
Escherichia coli	E. coli	strain: DCM188-6	562	ASM3268116v1	GCA_032681165.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4631079	4631079	2023-10-15	4526	PRJNA607328	SAMN37648159
Escherichia coli str. K-12 substr. MG1655		strain: K-12 substr. MG1655	511145	ASM3287899v1	GCA_032878995.1	GenBank		Complete Genome	4636433	4636433	2023-10-20		PRJNA559199	SAMN12529760
Escherichia coli	E. coli	strain: JCL301	562	ASM3299842v1	GCA_032998425.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4756748	4756748	2023-10-24	4640	PRJNA884544	SAMN31031723
Escherichia coli	E. coli	strain: YZ3-11	562	ASM3303773v1	GCA_033037735.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	4798114	5033860	2023-10-25	4874	PRJNA979119	SAMN35565424
Escherichia coli	E. coli	strain: MS1657	562	ASM3309838v1	GCA_033098385.1	GenBank	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	5059841	5251341	2023-10-27	5179	PRJNA839731	SAMN37560772
